,Year,Brand,Model,Comb_CO2,Prediction
4598,2016,BMW,X4 xDrive35i,414,425.0837231
4600,2016,Buick,ENCORE AWD,341,325.1194422
4605,2016,Chevrolet,TRAX AWD,330,318.1460082
4606,2016,Dodge,Journey AWD,470,435.9322058
4611,2016,Ford,ESCAPE AWD,355,334.94888
4612,2016,Ford,ESCAPE AWD,387,358.0944726
4613,2016,GMC,TERRAIN AWD,379,361.9961647
4614,2016,GMC,TERRAIN AWD,482,446.3923568
4616,2016,Honda,HR-V 4WD,309,299.1508556
4617,2016,Honda,HR-V 4WD,309,318.2589485
4618,2016,Honda,PILOT 4WD,422,418.8139773
4619,2016,Honda,PILOT 4WD,405,421.3945897
4621,2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,427,372.0413406
4622,2016,HYUNDAI MOTOR COMPANY,Santa Fe Sport AWD,413,375.9430328
4624,2016,HYUNDAI MOTOR COMPANY,Tucson AWD,352,334.6468451
4630,2016,Jeep,Cherokee 4X4,376,368.0634941
4638,2016,Jeep,Compass 4X4,367,355.3247656
4640,2016,Jeep,Patriot 4X4,416,360.0196221
4642,2016,Jeep,Renegade 4x4,326,332.0928763
4644,2016,Jeep,Wrangler 4X4,482,443.2076747
4646,2016,Jeep,Wrangler Unlimited 4X4,505,443.2076747
4648,2016,KIA MOTORS CORPORATION,Sorento AWD,416,365.0679066
4649,2016,KIA MOTORS CORPORATION,Sorento AWD,395,361.9961647
4650,2016,KIA MOTORS CORPORATION,Sorento AWD,465,426.4181246
4652,2016,KIA MOTORS CORPORATION,Sportage AWD,399,368.9695988
4654,2016,Land Rover,Discovery Sport,399,388.5688211
4655,2016,Land Rover,Range Rover Evoque,369,374.621953
4659,2016,LEXUS,NX 300h AWD,276,265.7558928
4660,2016,LEXUS,RX 350 AWD,404,418.2099076
4662,2016,Lincoln,MKC  AWD,421,381.5554218
4664,2016,Lincoln,MKX AWD,471,439.1035662
4670,2016,Mitsubishi Motors Corporation,OUTLANDER 4WD,330,348.0492967
4675,2016,NISSAN,PATHFINDER 4WD PLATINUM,423,402.8905666
4681,2016,Subaru,CROSSTREK HYBRID,282,284.3855659
4685,2016,Subaru,OUTBACK,315,340.760506
4687,2016,TOYOTA,RAV4 AWD,354,354.7073741
4689,2016,TOYOTA,RAV4 Limited AWD/SE AWD,360,354.7073741
4691,2016,"Volvo Cars of North America, LLC",XC60 AWD,400,402.9516377
4695,2016,BMW,X5 sDrive35i,425,432.0571572
4696,2016,BMW,X6 sDrive35i,425,432.0571572
4697,2016,Buick,ENCLAVE FWD,508,446.3923568
4699,2016,Cadillac,SRX,461,435.9322058
4700,2016,Chevrolet,C1500 SUBURBAN 2WD,481,508.2914636
4704,2016,Chevrolet,TRAVERSE FWD,508,446.3923568
4707,2016,Ford,Expedition 2WD,491,452.0047458
4708,2016,Ford,Expedition EL 2WD,527,462.4648969
4715,2016,GMC,C1500 YUKON 2WD,489,508.2914636
4718,2016,GMC,C1500 YUKON XL 2WD,489,508.2914636
4719,2016,GMC,C1500 YUKON XL 2WD,511,553.6632224
4720,2016,INFINITI,QX60 Hybrid FWD,342,332.6974688
4724,2016,Lincoln,MKT FWD,468,439.1035662
4725,2016,Lincoln,Navigator 2WD,491,452.0047458
4727,2016,Mercedes-Benz,GLE 350,440,446.4056786
4729,2016,TOYOTA,SEQUOIA 2WD,610,555.8440753
4735,2016,BMW,X6 M,551,536.7429381
4738,2016,Buick,ENCLAVE AWD,519,456.8525079
4742,2016,Chevrolet,K1500 SUBURBAN 4WD,499,508.2914636
4744,2016,Chevrolet,K1500 TAHOE 4WD,498,508.2914636
4746,2016,Dodge,Durango AWD,426,428.354702
4750,2016,Ford,EXPLORER AWD,427,381.5554218
4751,2016,Ford,EXPLORER AWD,493,452.0047458
4754,2016,Ford,FLEX AWD,491,443.2209964
4755,2016,Ford,FLEX AWD,523,462.4648969
4757,2016,GMC,K1500 YUKON 4WD,498,508.2914636
4760,2016,GMC,K1500 YUKON XL 4WD,499,508.2914636
4762,2016,GMC,K1500 YUKON XL 4WD,537,564.1233734
4763,2016,INFINITI,QX60 Hybrid AWD,342,332.6974688
4764,2016,INFINITI,QX80 4WD,593,576.7776992
4765,2016,Jeep,Grand Cherokee 4X4,429,414.6235721
4772,2016,Land Rover,Range Rover LWB,468,458.2744916
4776,2016,Land Rover,Range Rover Sport TDV6,409,407.650138
4777,2016,Land Rover,Range Rover TDV6,409,407.650138
4779,2016,LEXUS,LX 570,596,583.1337417
4782,2016,Lincoln,Navigator 4WD,537,462.4648969
4783,2016,Lincoln,Navigator L 4WD,545,472.9250479
4789,2016,Mercedes-Benz,AMG GLE 63 S (coupe),574,582.3900882
4791,2016,Mercedes-Benz,GL 450 4MATIC,480,446.3060601
4792,2016,Mercedes-Benz,GL 550 4MATIC,587,557.0192051
4795,2016,Mercedes-Benz,GLE 350 4MATIC,456,453.3791126
4797,2016,Mercedes-Benz,GLE 400 4MATIC,454,439.3326261
4798,2016,Mercedes-Benz,GLE 450 AMG (coupe),454,445.7019903
4799,2016,Porsche,Cayenne,432,442.3015701
4801,2016,Porsche,Cayenne GTS,476,468.5189045
4802,2016,Porsche,Cayenne S,452,461.5454705
4803,2016,Porsche,Cayenne Turbo,537,535.4815115
4807,2016,TOYOTA,HIGHLANDER AWD,437,425.7874114
4814,2016,Volkswagen,Touareg,462,442.3015701
4816,2016,"Volvo Cars of North America, LLC",XC90 AWD,384,378.4107049
4817,2016,Volkswagen,Beetle Dune Convertible,325,330.8314497
4819,2016,McLaren,650S Can-Am,499,490.1230746
4821,2016,McLaren,MSO HS,499,490.1230746
4825,2017,Aston Martin Lagonda Ltd,V12 Vantage S,724,619.3819695
4827,2017,Audi,R8 Spyder,519,512.8040488
4828,2017,Audi,TT Roadster quattro,336,319.7405854
4830,2017,Chevrolet,CORVETTE,477,522.2827692
4835,2017,"Ferrari North America, Inc.",488 gtb,501,465.4006988
4841,2017,"Ferrari North America, Inc.",F12 tdf,711,628.8960507
4847,2017,Jaguar,F-TYPE Convertible Manual,476,424.0113912
4849,2017,Jaguar,F-TYPE Coupe Manual,476,424.0113912
4852,2017,Jaguar,F-TYPE S AWD Convertible,426,416.4338874
4855,2017,Jaguar,F-TYPE S Convertible Manual,485,434.4715422
4856,2017,Jaguar,F-TYPE S Coupe,407,409.4604534
4858,2017,Lamborghini,Aventador Coupe,676,617.8051863
4862,2017,Lamborghini,Huracan,532,512.8040488
4864,2017,Lamborghini,Huracan Spyder,547,523.2641998
4867,2017,MAZDA,MX-5,305,314.4435531
4869,2017,McLaren,570S Coupe,481,451.7691874
4871,2017,Mercedes-Benz,AMG GT S,486,468.5720592
4873,2017,Mercedes-Benz,AMG SL 65,546,565.4048126
4875,2017,Mercedes-Benz,SL 450,383,400.3746691
4876,2017,Mercedes-Benz,SL 550,442,479.707361
4880,2017,Mercedes-Benz,Smart fortwo (COUPE),248,266.915763
4881,2017,Mercedes-Benz,Smart fortwo (COUPE),257,267.2177979
4882,2017,NISSAN,370Z,411,410.9077952
4883,2017,NISSAN,370Z,426,414.696547
4890,2017,Aston Martin Lagonda Ltd,DB11 V12,497,532.7584607
4893,2017,"Ferrari North America, Inc.",California T,487,465.4006988
4895,2017,FIAT,500,300,295.4153908
4897,2017,FIAT,500,264,278.2838406
4899,2017,FIAT,500 Abarth,326,311.1725742
4901,2017,Lotus Cars Ltd,Evora,451,432.8947591
4903,2017,Mini,JOHN COOPER WORKS CONVERTIBLE,327,330.2007365
4908,2017,Mini,Mini Cooper S Convertible,337,333.6874535
4912,2017,Porsche,911 Carrera 4,389,394.0053049
4913,2017,Porsche,911 Carrera 4 Cabriolet,370,387.0318708
4915,2017,Porsche,911 Carrera 4 GTS,400,397.4920219
4918,2017,Porsche,911 Carrera 4 GTS Cabriolet,419,404.4654559
4922,2017,Porsche,911 Carrera 4S Cabriolet,396,397.4920219
4925,2017,Porsche,911 Carrera GTS,391,394.0053049
4928,2017,Porsche,911 Carrera GTS Cabriolet,415,404.4654559
4932,2017,Porsche,911 Carrera S Cabriolet,391,394.0053049
4935,2017,Porsche,911 Targa 4 GTS,404,397.4920219
4937,2017,Porsche,911 Targa 4S,376,387.0318708
4939,2017,Porsche,911 Turbo,428,429.8363389
4941,2017,Porsche,911 Turbo S,428,429.8363389
4951,2017,Audi,A3 quattro,330,316.2538684
4952,2017,Audi,A5 Cabriolet quattro,372,350.5169688
4955,2017,Audi,RS3,399,377.6422298
4957,2017,Audi,S5,413,413.2492053
4959,2017,Audi,S5 Cabriolet,428,413.2492053
4962,2017,Bentley,Continental GT Convertible,517,478.7301754
4965,2017,BMW,230i Convertible,324,336.5701007
4967,2017,BMW,230i Coupe,360,340.6608875
4972,2017,BMW,440i Convertible,372,390.216553
4977,2017,BMW,640i xDrive Coupe,398,400.676704
4979,2017,BMW,650i Coupe,459,473.9820318
4980,2017,BMW,650i xDrive Convertible,486,484.4421828
4982,2017,BMW,M2,395,397.4920219
4983,2017,BMW,M2,430,401.2807738
4998,2017,Chevrolet,CAMARO,380,351.1210385
5002,2017,Chevrolet,CAMARO,442,515.3093352
5003,2017,Chevrolet,CAMARO,560,561.3746398
5010,2017,Ford,Fiesta FWD,293,281.1398443
5011,2017,Ford,Fiesta SFE FWD,254,256.4422902
5014,2017,Ford,MUSTANG,423,397.262962
5024,2017,Ford,MUSTANG PERFORMANCE PACKAGE,523,474.3703634
5025,2017,Ford,SHELBY GT350 MUSTANG,549,512.0935373
5030,2017,INFINITI,Q60S AWD RED SPORT,418,404.4654559
5033,2017,LEXUS,RC 300 AWD,415,408.3538263
5035,2017,LEXUS,RC 350 AWD,415,408.3538263
5042,2017,Mercedes-Benz,AMG C 63 (coupe),458,458.1119081
5046,2017,Mercedes-Benz,C 300 (convertible),342,343.2414999
5047,2017,Mercedes-Benz,C 300 (Coupe),347,336.8721356
5052,2017,Mercedes-Benz,E 400 4MATIC (coupe),387,394.0053049
5053,2017,Mercedes-Benz,E 550 (convertible),443,473.3379968
5055,2017,Mercedes-Benz,Maybach S 650 (convertible),561,565.4048126
5056,2017,Mercedes-Benz,S 550 (convertible),445,479.707361
5058,2017,Mini,JOHN COOPER WORKS HARDTOP,316,326.7140194
5059,2017,Mini,JOHN COOPER WORKS HARDTOP,337,333.6874535
5060,2017,Mini,MINI COOPER HARDTOP 2 DOOR,294,299.8907933
5061,2017,Mini,MINI COOPER HARDTOP 2 DOOR,282,292.9173593
5063,2017,Mini,MINI COOPER HARDTOP 4 DOOR,281,292.9173593
5064,2017,Mini,Mini Cooper S Hardtop 2 door,316,326.7140194
5065,2017,Mini,Mini Cooper S Hardtop 2 door,337,333.6874535
5067,2017,Mini,Mini Cooper S Hardtop 4 door,337,333.6874535
5070,2017,"Roush Industries, Inc.",Roush Stage 3 Mustang,559,523.3183153
5072,2017,TOYOTA,YARIS iA,264,274.1797321
5073,2017,Volkswagen,Beetle Convertible,322,306.4244306
5075,2017,Acura,ILX,309,333.4983589
5079,2017,Audi,A4,315,329.8987016
5080,2017,Audi,A4 quattro,330,333.3854186
5081,2017,Audi,A4 quattro,329,330.2007365
5083,2017,Audi,Q3,391,351.1210385
5084,2017,Audi,Q3 quattro,387,351.1210385
5085,2017,Bentley,Continental GT,475,461.2965903
5087,2017,Bentley,Continental Supersports,644,596.4832309
5091,2017,BMW,328d,285,308.6763646
5095,2017,BMW,330i xDrive,335,340.0568178
5098,2017,BMW,340i xDrive,357,386.729836
5105,2017,BMW,440i Coupe,358,386.729836
5106,2017,BMW,440i Coupe,395,390.8206227
5108,2017,BMW,440i xDrive Coupe,357,386.729836
5109,2017,BMW,440i xDrive Coupe,391,390.8206227
5111,2017,BMW,640i Gran Coupe,377,397.189987
5118,2017,BMW,M4 Coupe,459,418.412324
5123,2017,Cadillac,ATS,349,347.0302518
5125,2017,Cadillac,ATS,347,333.1830022
5126,2017,Cadillac,ATS,376,386.5140978
5135,2017,Chevrolet,CRUZE PREMIER,269,279.792121
5139,2017,Chevrolet,SONIC,312,294.4559991
5140,2017,Ford,Fiesta ST FWD,308,296.5949928
5148,2017,Ford,Focus FWD FFV,314,300.7987199
5150,2017,Honda,CIVIC 2Dr,258,279.4767644
5151,2017,Honda,CIVIC 2Dr,262,274.1131232
5153,2017,Honda,CIVIC Si 2Dr,279,296.9103495
5159,2017,HYUNDAI MOTOR COMPANY,Veloster,321,300.0817099
5161,2017,INFINITI,Q50 HYBRID AWD,321,293.9610996
5162,2017,INFINITI,QX30,324,333.3854186
5166,2017,Jaguar,XE,369,399.0003023
5167,2017,Jaguar,XE AWD,299,312.1630816
5170,2017,KIA MOTORS CORPORATION,Forte Koup,348,307.0551439
5176,2017,LEXUS,GS F,472,484.2264447
5178,2017,LEXUS,IS 300 AWD,415,408.3538263
5180,2017,LEXUS,IS 350 AWD,415,408.3538263
5182,2017,MAZDA,CX-3 4WD,308,300.496685
5183,2017,MAZDA,MAZDA2,252,270.693015
5186,2017,MAZDA,MAZDA3 4-Door,284,297.009968
5187,2017,MAZDA,MAZDA3 4-Door,284,312.8667699
5190,2017,Mercedes-Benz,AMG C 43 4MATIC,382,400.3746691
5192,2017,Mercedes-Benz,AMG C 63 S,441,451.1384741
5195,2017,Mercedes-Benz,AMG S 63 4MATIC (coupe),490,516.1424649
5204,2017,Mercedes-Benz,S 65 AMG (coupe),553,565.4048126
5206,2017,Mitsubishi Motors Corporation,LANCER,322,300.7987199
5209,2017,Mitsubishi Motors Corporation,MIRAGE,242,250.5145446
5213,2017,NISSAN,VERSA,260,261.4276817
5217,2017,Rolls-Royce Motor Cars Limited,Phantom Drophead Coupe,637,609.8990042
5219,2017,Subaru,WRX,385,351.1210385
5224,2017,Volkswagen,Beetle,322,306.4244306
5225,2017,Volkswagen,Beetle,349,319.7405854
5227,2017,Volkswagen,CC,349,340.6608875
5230,2017,Volkswagen,Golf,305,299.7530315
5231,2017,Volkswagen,Golf R,347,340.6608875
5232,2017,Volkswagen,Golf R,354,340.6608875
5237,2017,Volkswagen,Jetta,311,302.9377136
5241,2017,"Volvo Cars of North America, LLC",S60 AWD,345,357.6243165
5244,2017,"Volvo Cars of North America, LLC",S60 Inscription AWD,343,326.1099497
5246,2017,"Volvo Cars of North America, LLC",S60 Polestar AWD,388,375.0579016
5248,2017,Acura,RLX,380,397.8936752
5253,2017,Audi,A6 quattro,353,347.0302518
5254,2017,Audi,A6 quattro,376,399.0003023
5255,2017,Audi,A7 quattro,376,399.0003023
5256,2017,Audi,RS7,497,471.7567413
5257,2017,Audi,S6,423,444.1650401
5258,2017,Audi,S7,427,444.1650401
5260,2017,Bentley,Flying Spur,517,478.7301754
5264,2017,BMW,530i,326,336.5701007
5265,2017,BMW,530i xDrive,335,336.5701007
5266,2017,BMW,540i,374,390.216553
5267,2017,BMW,540i xDrive,380,397.189987
5268,2017,Buick,LACROSSE,360,379.5406638
5273,2017,Cadillac,CTS,359,347.0302518
5275,2017,Cadillac,CTS,481,451.0853194
5277,2017,Cadillac,CTS AWD,399,393.4875318
5284,2017,Chevrolet,MALIBU,342,343.2414999
5285,2017,Chrysler,200,323,329.709607
5288,2017,Chrysler,200 AWD,405,396.672214
5291,2017,Dodge,Challenger,494,510.5167541
5294,2017,Dodge,Challenger GT,415,400.4609659
5295,2017,Dodge,Challenger SRT,546,567.7440041
5296,2017,Dodge,Challenger SRT,567,561.3746398
5299,2017,Ford,FOCUS RS AWD,412,364.1218367
5304,2017,Ford,FUSION FWD,362,323.2273024
5306,2017,Ford,FUSION HYBRID FWD,210,191.6301212
5308,2017,Honda,ACCORD,292,293.7719988
5309,2017,Honda,ACCORD,303,316.3668086
5312,2017,Honda,ACCORD,362,376.9733731
5319,2017,HYUNDAI MOTOR COMPANY,Elantra,256,279.4900862
5320,2017,HYUNDAI MOTOR COMPANY,Elantra,305,299.779675
5325,2017,HYUNDAI MOTOR COMPANY,Elantra GT,329,307.470119
5326,2017,HYUNDAI MOTOR COMPANY,Elantra SE,272,290.0365339
5327,2017,HYUNDAI MOTOR COMPANY,Sonata HYBRID,222,209.669038
5328,2017,HYUNDAI MOTOR COMPANY,Sonata HYBRID SE,221,209.669038
5329,2017,INFINITI,Q50,345,336.8721356
5334,2017,INFINITI,Q50S AWD RED SPORT,412,397.4920219
5335,2017,INFINITI,Q70,433,417.8812292
5339,2017,INFINITI,Q70 HYBRID,296,286.9876656
5341,2017,Jaguar,XF,377,405.9737364
5342,2017,Jaguar,XF AWD,299,312.1630816
5344,2017,KIA MOTORS CORPORATION,Forte,278,293.523251
5346,2017,KIA MOTORS CORPORATION,Forte,314,303.983402
5348,2017,LEXUS,ES 300h,223,230.8887227
5350,2017,LEXUS,GS 200t,345,340.0568178
5353,2017,LEXUS,GS 350 AWD,411,401.3803923
5356,2017,LEXUS,LS 460,460,471.5410032
5357,2017,LEXUS,LS 460 AWD,486,482.0011542
5358,2017,LEXUS,LS 460 L,460,471.5410032
5359,2017,LEXUS,LS 460 L AWD,486,482.0011542
5360,2017,Lincoln,MKZ AWD,386,333.6874535
5362,2017,Lincoln,MKZ FWD,370,330.2007365
5364,2017,Lincoln,MKZ HYBRID FWD,222,191.6301212
5367,2017,MASERATI,Ghibli V6 SQ4 AWD,475,421.5970061
5368,2017,MAZDA,MAZDA3 5-Door,283,297.009968
5370,2017,MAZDA,MAZDA3 5-Door,294,312.8667699
5374,2017,MAZDA,MAZDA6,299,312.8667699
5375,2017,MAZDA,MAZDA6,315,319.8402039
5376,2017,Mercedes-Benz,AMG E 43 4MATIC,431,410.8348202
5377,2017,Mercedes-Benz,E 300,351,350.2149339
5378,2017,Mercedes-Benz,E 300 4MATIC,362,353.7016509
5385,2017,Mini,MINI COOPER COUNTRYMAN,319,306.8642274
5387,2017,Mini,MINI COOPER COUNTRYMAN ALL4,347,327.1804597
5391,2017,Mini,Mini Cooper S Clubman ALL4,346,340.0568178
5393,2017,Mini,MINI COOPER S COUNTRYMAN,333,336.5701007
5396,2017,NISSAN,ALTIMA,287,296.9433592
5401,2017,NISSAN,SENTRA,318,314.0285779
5402,2017,NISSAN,SENTRA,278,271.2571195
5404,2017,NISSAN,SENTRA NISMO,330,320.6999771
5405,2017,NISSAN,SENTRA NISMO,330,317.5152949
5409,2017,Subaru,IMPREZA SPORT 4-Door,291,300.1946501
5410,2017,Subaru,IMPREZA SPORT 4-Door,337,307.7721539
5413,2017,TOYOTA,AVALON,365,376.9733731
5418,2017,TOYOTA,CAMRY HYBRID XLE/SE,230,218.452029
5427,2017,TOYOTA,PRIUS Eco,158,183.5871274
5429,2017,Volkswagen,Passat,390,383.6314505
5430,2017,"Volvo Cars of North America, LLC",S90 AWD,353,364.5977505
5431,2017,"Volvo Cars of North America, LLC",S90 FWD,328,336.5701007
5432,2017,Audi,A8L,397,409.4604534
5438,2017,BMW,550i xDrive Gran Turismo,486,484.4421828
5440,2017,BMW,740i xDrive,397,400.676704
5441,2017,BMW,750i,441,467.0085978
5443,2017,BMW,Alpina B7 xDrive,481,484.4421828
5444,2017,BMW,M760i xDrive,571,587.617657
5448,2017,Cadillac,CT6 AWD,424,407.650138
5451,2017,Cadillac,XTS AWD,486,423.795653
5455,2017,Chevrolet,IMPALA,408,387.1181676
5458,2017,Chrysler,300,389,390.0008148
5459,2017,Chrysler,300,389,390.0008148
5462,2017,Chrysler,300 AWD,415,400.4609659
5465,2017,Dodge,Charger,466,499.4525333
5466,2017,Dodge,Charger,486,539.085641
5467,2017,Dodge,Charger AWD,415,400.4609659
5470,2017,Dodge,Charger SRT,486,539.085641
5471,2017,Ford,C-MAX Hybrid FWD,222,191.6301212
5472,2017,Ford,TAURUS AWD,467,404.8671093
5474,2017,Ford,TAURUS AWD FFV,467,404.8671093
5476,2017,Ford,TAURUS FWD,423,390.9202412
5477,2017,Ford,TAURUS FWD FFV,423,390.9202412
5481,2017,GENESIS,G90 AWD,448,424.1376532
5484,2017,GENESIS,G90 RWD,482,484.2264447
5486,2017,Honda,CIVIC 5Dr,264,282.9634814
5492,2017,HYUNDAI MOTOR COMPANY,Ioniq,163,185.9882943
5494,2017,HYUNDAI MOTOR COMPANY,Sonata,286,296.292958
5495,2017,HYUNDAI MOTOR COMPANY,Sonata,347,319.7405854
5496,2017,HYUNDAI MOTOR COMPANY,Sonata,307,313.1821265
5503,2017,Jaguar,XJL,503,512.2540945
5505,2017,KIA MOTORS CORPORATION,Cadenza,384,380.4867337
5506,2017,KIA MOTORS CORPORATION,Forte5,332,306.753109
5511,2017,KIA MOTORS CORPORATION,Optima,286,296.292958
5518,2017,Lincoln,CONTINENTAL FWD,422,374.3331076
5519,2017,Lincoln,CONTINENTAL FWD,440,404.236396
5521,2017,MASERATI,QUATTROPORTE S,482,432.0571572
5522,2017,MASERATI,QUATTROPORTE SQ4 V6,485,432.0571572
5526,2017,Mercedes-Benz,S 550,434,472.733927
5527,2017,Mercedes-Benz,S 550 4MATIC,452,479.707361
5528,2017,Mercedes-Benz,S 550 4MATIC Maybach,466,486.6807951
5529,2017,Mercedes-Benz,S 600,547,565.4048126
5530,2017,Porsche,Panamera,369,390.216553
5531,2017,Porsche,Panamera 4,378,397.189987
5532,2017,Porsche,Panamera 4 Executive,378,397.189987
5535,2017,Porsche,Panamera Turbo,420,447.3497222
5536,2017,Porsche,Panamera Turbo Executive,420,447.3497222
5537,2017,Rolls-Royce Motor Cars Limited,Ghost,627,615.5113931
5538,2017,Rolls-Royce Motor Cars Limited,Ghost EWB,627,615.5113931
5540,2017,Rolls-Royce Motor Cars Limited,Phantom EWB,637,609.8990042
5541,2017,Audi,A4 allroad quattro,349,343.8455696
5544,2017,Chevrolet,SONIC 5,295,286.7655551
5549,2017,Honda,FIT,247,251.2828873
5553,2017,Honda,HR-V AWD,314,297.3386464
5556,2017,Honda,HR-V FWD,314,297.6406813
5558,2017,INFINITI,QX50 AWD,453,424.8546632
5559,2017,KIA MOTORS CORPORATION,Niro,183,192.9617283
5561,2017,KIA MOTORS CORPORATION,Niro Touring,207,199.9351623
5562,2017,KIA MOTORS CORPORATION,Soul,320,303.266392
5565,2017,KIA MOTORS CORPORATION,Soul,334,307.470119
5567,2017,NISSAN,JUKE,307,310.5418609
5570,2017,NISSAN,JUKE NISMO RS AWD,337,327.3713762
5571,2017,NISSAN,Rogue Sport,318,307.1680842
5572,2017,NISSAN,Rogue Sport AWD,329,310.6548012
5575,2017,Subaru,IMPREZA SPORT 5-Door,292,300.1946501
5576,2017,Subaru,IMPREZA SPORT 5-Door,351,311.2588709
5577,2017,Volkswagen,Golf Alltrack,354,316.8845817
5579,2017,Volkswagen,Golf SportWagen,309,302.9377136
5581,2017,Volkswagen,Golf SportWagen 4Motion,354,316.8845817
5583,2017,"Volvo Cars of North America, LLC",V60 AWD,343,326.1099497
5586,2017,"Volvo Cars of North America, LLC",V60 FWD,302,315.6497986
5595,2017,Chevrolet,COLORADO 2WD,405,344.247223
5596,2017,Chevrolet,COLORADO 2WD,408,344.247223
5601,2017,GMC,CANYON 2WD,411,362.5450535
5602,2017,GMC,CANYON 2WD,440,407.4343999
5603,2017,Honda,RIDGELINE FWD,410,383.9468072
5610,2017,TOYOTA,TACOMA 2WD,431,390.9202412
5616,2017,GMC,CANYON 4WD,423,351.220657
5617,2017,GMC,CANYON 4WD,449,373.0052046
5620,2017,NISSAN,FRONTIER 4WD,507,427.6973452
5622,2017,TOYOTA,TACOMA 4WD,441,364.5368118
5624,2017,TOYOTA,TACOMA 4WD,446,397.8936752
5626,2017,TOYOTA,TACOMA 4WD D-CAB V6 MT OFF-ROAD,483,411.8405433
5628,2017,Chevrolet,C15 SILVERADO 2WD,475,469.9375765
5629,2017,Chevrolet,C15 SILVERADO 2WD,479,469.9375765
5630,2017,Chevrolet,C15 SILVERADO 2WD,497,483.2803748
5631,2017,Chevrolet,C15 SILVERADO 2WD,447,442.5073669
5638,2017,Ford,F150 PICKUP 2WD,411,367.3596735
5639,2017,Ford,F150 PICKUP 2WD,426,412.4427191
5642,2017,GMC,C15 SIERRA 2WD,448,423.2645583
5645,2017,GMC,C15 SIERRA 2WD,497,483.2803748
5648,2017,NISSAN,TITAN 2WD,505,489.6097738
5650,2017,RAM,1500 4X2,450,407.4343999
5656,2017,Chevrolet,K15 SILVERADO 4WD,473,430.2379923
5659,2017,Chevrolet,K15 SILVERADO 4WD,533,490.2538088
5660,2017,Chevrolet,K15 SILVERADO 4WD,488,456.4542349
5661,2017,Chevrolet,K15 SILVERADO 4WD,531,518.7960522
5664,2017,Ford,F150 4WD BASE PAYLOAD LT TIRE,467,388.2799756
5665,2017,Ford,F150 4WD BASE PAYLOAD LT TIRE,467,426.3895872
5666,2017,Ford,F150 4WD FFV BASE PAYLOAD LT TIRE,521,474.3703634
5668,2017,Ford,F150 PICKUP 4WD,452,381.3065416
5672,2017,Ford,F150 RAPTOR 4WD,546,450.7966063
5673,2017,GMC,K15 SIERRA 4WD,474,430.2379923
5676,2017,GMC,K15 SIERRA 4WD,533,490.2538088
5683,2017,RAM,1500 4X4,475,414.4078339
5685,2017,RAM,1500 4X4,527,516.8861184
5690,2017,Chevrolet,G2500 EXPRESS 2WD PASS MDPV,704,554.8980054
5691,2017,Chevrolet,G3500 EXPRESS 2WD PASS MDPV,716,568.8448735
5694,2017,GMC,G2500 SAVANA 2WD PASS MDPV,704,554.8980054
5696,2017,Cadillac,XTS HEARSE,525,421.9853377
5698,2017,CHEVROLET,City Express Cargo Van,354,298.5201424
5700,2017,Ford,TRANSIT CONNECT VAN FFV,392,340.760506
5702,2017,Ford,TRANSIT CONNECT WAGON FWD,407,344.247223
5703,2017,Ford,TRANSIT CONNECT WAGON LWB FFV,407,344.247223
5705,2017,Mercedes-Benz,Metris (Cargo Van),396,357.7924377
5707,2017,NISSAN,NV200 Cargo Van,354,298.5201424
5710,2017,Lincoln,MKT LIVERY AWD,493,418.1832641
5712,2017,Chevrolet,COLORADO CAB CHASSIS 2WD,589,449.2750041
5713,2017,Chevrolet,K15 SILVERADO 4WD CAB CHASSIS,523,483.8844445
5715,2017,GMC,CANYON CAB CHASSIS 2WD,589,449.2750041
5719,2017,Dodge,Grand Caravan,445,401.0650356
5721,2017,Honda,ODYSSEY FWD,404,383.9468072
5722,2017,KIA MOTORS CORPORATION,Sedona,443,391.5509545
5724,2017,KIA MOTORS CORPORATION,Sedona SXL,476,398.5243885
5728,2017,Acura,MDX FWD,391,407.4477217
5732,2017,Buick,ENCORE,298,286.7655551
5736,2017,Chevrolet,EQUINOX FWD,355,327.1289946
5743,2017,FIAT,500X,353,336.683041
5745,2017,Ford,EDGE FWD,370,330.2007365
5746,2017,Ford,EDGE FWD,435,397.8936752
5747,2017,Ford,ESCAPE FWD,342,303.8837835
5754,2017,Honda,CR-V FWD,292,274.0135048
